,response,score,observed
385, What happened? How did this happen? Can't tell gender of person.,2.75,3.2036385536193848
386," No emotion, good thing.",1.5,3.59049391746521
387, There is a man wearing a mask some time ago in the past.,6.5,3.848759412765503
388, The room looks pretty nice too so they can't.,1.75,2.608114242553711
389, A child was buried alive recently and is now being recovered dead.,6.75,3.728745698928833
390, Little child is reading a book in a room.,6.25,4.299079418182373
391, Child looking at viewer.,6.75,2.503861427307129
392, a picture of a blurry hand with a knife being brought down.,6.25,3.089653968811035
393, a blurry stock photo of two people with guns trying to get through a door.,5.75,3.5446133613586426
394, I want a towel on my head always it's kind of warm and comforting just like this baby makes me feel I love tiny things his fingers are so small.,1.75,2.489258289337158
395, A man holds a gun to a woman's right cheek.,6.5,2.743659019470215
396, This photo makes me feel fine and neutral.,2.0,2.7845706939697266
397," happened a week ago, terrorist attack, it is part of the past and we should let go.",6.0,3.1785037517547607
398," Somewhere in the world, someplace in time, a car wreck has occurred.",6.5,3.0053629875183105
399,Every decision in blackjack can be dictated by simple math: There’s always a right and wrong answer.,4.25,3.075932025909424
400, Really does not sit well with me.,1.75,5.932164192199707
401, There is a woman with glasses who is in the middle of talking.,6.25,2.4883830547332764
402, A few children are smiling and staring ahead.,6.0,2.765131711959839
403, They are in a parking lot.,6.5,2.5339457988739014
404, This photo is sad but still sweet and safe.,2.25,2.2339982986450195
405, A individual under a black mask with only the eyes and mouth showing.,6.25,2.728586196899414
406, They don't look super comfortable.,2.5,3.340703010559082
407, They are wearing long sleeved shirts and pants.,6.5,2.829313278198242
408,"She edits them on her computer first in Adobe Lightroom, and then again with a suite of popular editing and filtering apps on her phone like Snapseed and Facetune.",5.0,3.5935044288635254
409, There was a child who needed medical attention.,6.75,2.9262781143188477
410, there were bloodied bodies next to each other on the ground.,6.5,2.383005142211914
411, A man wearing a grey button down is standing with his arms crossed over his chest.,6.5,2.5993576049804688
412, She is smiling.,6.25,3.1201701164245605
413, He is wearing a collared shirt and has his arms crossed.,6.5,2.761000633239746
414,"Then, in shooting Maester Aemon’s death bed scene, Sapochnik graphically matched the cut, magically transitioning Aemon to his funeral pyre with his bed pillow still under his head.",4.75,2.982609272003174
415," Woman seems distressed, and there seems to be someone comforting her.",3.5,3.326552391052246
416, A woman eats some kind of crop she just harvested with several children in the background doing the same thing.,6.25,2.7657582759857178
417," A few decades ago, a man held a woman at knifepoint while covering her mouth.",6.5,3.2762291431427
418, still conscious so pain can't be too much.,2.75,3.152599811553955
419, A body is present.,6.75,2.3789913654327393
420, It appears that they could be his parents yelling and fighting each other while ignoring the effect it has had.,3.5,2.7295241355895996
421,An old picture of a little boy crying as he is held by a man.,6.75,3.349337339401245
422," In another country, a woman is pictured and one of her breasts is covered in some sort of weird growth or tumor.",4.5,3.7555413246154785
423, she is also wearing a yellow and blue bracelet.,6.5,3.4204251766204834
424,"Once you start going deep, it can feel like a hall of mirrors, stretching on forever, each site very similar to the last, yet ever so slightly distinct.",1.75,2.7012271881103516
425, A gun is visible.,6.75,3.691526174545288
426, Hands are on a revolver.,6.5,2.6135544776916504
427, Feels like something that would be out of a textbook.,2.5,3.3792226314544678
428, there is a little boy staring at me.,6.25,3.206716299057007
429, she looks scared or uncomfortable.,3.0,2.9599742889404297
430, she looks very angry.,2.5,2.680025577545166
431, I have no feeling for the picture.,1.5,2.975358486175537
432, This is very far away from you physically.,6.75,3.144171714782715
433,My personal coding projects have presented similarly thorny ethical questions.,1.75,5.51265287399292
434,For my cross country coach.,7.0,3.917898654937744
435, the hand was in a fist a long time ago.,6.5,5.672918796539307
436, She has a yellow head wrap and the baby has a blue hat on.,7.0,3.1313424110412598
437, face of a man that looks sad or concerned.,3.25,3.2234058380126953
438,And pass.,6.0,2.739783763885498
439, A woman screamed into a scared man's ear in a country far from here many years ago.,6.5,2.6419997215270996
440," There was a woman who had recently been crying, who then decided to smoke a cigarette, or maybe she was smoking while she cried.",5.0,2.2836356163024902
441, there is a black boy that has half his cheek cut off and shows his teeth and bones.,6.5,6.940080642700195
442, There is a guy with a knife held up to a woman's throat.,7.0,3.1050164699554443
443, A man pointing a gun to the camera.,7.0,2.5092060565948486
444, a baby is smiling happily at the camera.,4.0,2.9459328651428223
445, A woman is screaming in the background and has her hands up in a very exasperated way.,3.25,2.976773977279663
446, Man is clearly very aggressive.,2.25,3.6624960899353027
447, There is a severe loss of blood every.,4.5,2.381786346435547
448, A woman is letting the blood out of a tiger in preparation of cooking it.,6.25,2.575643539428711
449, A man is holding a gun.,6.75,3.3881242275238037
450, The young woman's arms are around his arm.,6.0,2.9015614986419678
451, there is a woman that has recently been slapped by a man her face looks almost happy .,3.5,3.441710948944092
452, A boy is badly burned and his face looks distressed.,3.5,2.621173143386841
453," A body is buried in the dirt, and it looks like a young child.",5.0,2.9630796909332275
454, The son seems pretty boxed in.,3.5,2.7267005443573
455, the hand is going to plunge the knife into something.,6.25,2.8220102787017822
456, this is a woman standing in an apartment on the phone.,6.5,3.069469928741455
457, the knife was touching her throat and close to cutting it.,6.75,4.820415019989014
458, His mouth is open and he's cleared dead.,6.5,3.172802686691284
459, Being patrolled by some guy with a gun.,5.0,2.7440240383148193
460, The baby seems to be laughing and happy.,2.75,2.593324661254883
461, He looks rather disappointed.,2.5,2.4366023540496826
462, Another mutilated face.,6.25,2.953427314758301
463, The person had hair.,6.5,2.361034393310547
464, A man who is about 25-30 years old.,5.75,3.193612575531006
465, A young child is seen with severe wounds on this chest and face.,6.0,3.085113286972046
466, Man about to shoot himself with gun.,6.0,1.7474712133407593
467, A lady throwing like pieces of a rose to a guy and she has an angry facial expression toward.,2.75,6.4845170974731445
468," He is older, and is probably expecting guests.",2.75,2.7878851890563965
469, a woman is pointing at a man with a displeased look on her face.,4.25,3.4116179943084717
470, There are two men inside a house.,7.0,3.4812216758728027
471,"A woman happily posing for a picture on the beach, based on the hairstyle and image quality some time in the 70s or 80s.",6.0,3.146402359008789
472, It is leaving on a pillow and looking at something above it.,6.25,3.806627035140991
473," music festival and guy enjoying the guitar, looks like a fun time.",2.0,2.237919569015503
474, They seem focused on the contents of the book.,3.0,3.8005871772766113
475,"I feel slightly nervous when looking at this image of the baby, but I feel pretty alright since it seems like the baby is being taken care of.",1.75,3.8153839111328125
476,"As I got closer I realized that those things were six different drums—metal poles, pedals and large metal disks, which I later learned were cymbals—all lying on the lawn waiting to be loaded in for what I now know was a band rehearsal.",4.5,3.6001136302948
477, a baby is on the blanket on the ground.,6.5,2.5381999015808105
478, All three kids are smiling.,6.5,2.9664554595947266
479,Some people say that I should study to become a climate scientist so that I can ‘solve the climate crisis.’ But the climate crisis has already been solved.,2.0,3.2111549377441406
480, A young child's corpse is found underneath some dirt and small rocks.,6.25,3.251157283782959
481, I feel bad for the kid.,2.25,2.691480875015259
482, There was an argument where a girl was screaming at a guy who has a shocked expression on his face.,5.75,3.94439697265625
483, The apartment is pretty shadowed but you can see a plant and a chair.,6.0,2.7099804878234863
484, A group of kids is having a bunch of fun in a pool and it looks like one perhaps has cancer.,2.25,3.067275047302246
485,What makes a parent decide not to vaccinate their kids?,2.25,2.527240753173828
486," They appear to have suffered from very sever wounds, as they are covered in blood.",2.75,4.138688564300537
487, Photo feels soft and playful.,2.0,3.057650327682495
488, A cute baby with a towel or sweater on its head.,4.0,2.8491976261138916
489," the child looks annoyed and unhappy , he is covering his ears.",3.0,2.7449824810028076
490, Looks like an accident of some sort.,3.0,2.512282133102417
491, There is a baby smiling to something off camera.,6.25,3.4602789878845215
492," Somewhere in the world, someplace in time, a tiger is being slaughtered or sacrificed.",6.25,4.425971984863281
493, dinner outside at some place with deforestation .,6.25,6.360991477966309
494, This is an image of a pathway through some foliage.,6.5,2.8138232231140137
495, A woman with big curly hair has injuries to her left eye that show green bruising underneath and her right eye has a cut/bruise under it as well.,5.5,3.4368693828582764
496, This little boy is being thrown up from the pool by his siblings (?) and is about to cannonball back down into the water.,3.25,2.6325531005859375
497,"The surveillance dystopia is on the horizon, and companies like Microsoft and Amazon are helping build it.",2.0,3.2094454765319824
498,A man is staring at the camera and smiling.,6.25,2.7778539657592773
499, Very clean looking suits.,3.5,2.6438889503479004
500,He's wearing a cowboy hat and country style clothing.,6.5,3.98237943649292
501, There is a man maybe lying on a hospital bed or on the ground.,6.5,3.470778465270996
502, This occurred a long time ago and was in a country far away.,5.25,3.269770383834839
503, there's a guy with a gun behind him who doesn't look black.,3.75,3.2964670658111572
504, This image makes me smile a bit because it's a cute image.,1.25,2.147589921951294
505,"The numbers aren’t terribly shocking, especially if you’re familiar with similar stories about the early years of the film industry in America: “About 1,700 silent films were made in India of which the National Film Archive of India has only 5 to 6 complete films and about 20-25 films in fragments.",3.25,3.2983546257019043
506, Had boils over his face.,6.25,2.5890069007873535
507, White guy with gun is pointing it and yelling at black male driver.,6.5,3.242244243621826
508,"a long time ago in a far away country, an infant was malnourished and taken to the hospital.",6.0,2.6031813621520996
509," This is a photo of two people sitting on opposite sides of the bed with their arms crossed, like they're fighting or ignoring each other.",3.0,5.487328052520752
510, I wonder if that is actual person and what has happened to the person.,2.25,3.1546781063079834
511,I’d finally and inevitably resort to “accidentally,2.0,2.9545979499816895
512," man with deformed face, lips missed so teeth exposed, right eye very messed up can see white, nose not there just a hole.",6.5,3.5127758979797363
513, I was that child sometimes and I feel HORRIBLE for this child.,1.0,3.685553789138794
514," Three men stand together, wearing tuxedos.",6.75,2.6610660552978516
515, there is a baby looking at the camera the baby is on a pillow.,7.0,2.422149896621704
516, there is a little girl with a teddy bear watching her parents fight.,6.25,2.8243491649627686
517, She holds a black shirt up.,7.0,2.2306573390960693
518, a really graphic and disturbing picture of somewhere in Africa in the 90s with lots of bloody naked bodies in the street and they look really bad.,3.25,4.490342617034912
519, the criminal got fierce during his trial in the court.,3.25,2.475053071975708
520, That's very disturbing is that even human? If it is very graphic.,2.25,3.1213228702545166
521,"“I want cracking down on all of that ‘bought’ stuff, people who buy verification, even loop giveaways,” says Lisa DiCicco Cahue (@lisadnyc), a fashion and lifestyle influencer with 100,000 followers who also works as a model.",5.75,6.489573955535889
522, A little boy is very bloody and looks in pain and shock.,3.5,3.988086223602295
523, This occurred a long time ago and this severed hand was cut off.,6.25,2.962791681289673
524,"“Door County is host to more than a few top-notch theatres,” she says.",5.5,2.4431419372558594
525, Super cool! They look very focused and intent to do this .,1.75,2.620450258255005
526, I'm happy he's smiling.,1.25,3.8628625869750977
527, a man facing away from the camera is pointing a gun at his temple.,6.75,2.9404029846191406
528, A man is causing distress to a woman.,3.25,2.636448860168457
529, This mans face is very large and his features take up a small portion like there is so much whitespace it's like there's a page requirement for a paper but you have nothing to write.,2.5,2.5809237957000732
530,This issue isn’t just about fashion.,1.75,3.6277341842651367
531, The girl has a pail in her hand.,7.0,4.528445243835449
532, they seem to be at a wedding.,5.25,3.1209754943847656
533, This image makes me feel happy.,1.25,3.5235419273376465
534, A person has a gun pointed at a guy in the car.,6.75,2.9979403018951416
535, Three kids in a pool.,7.0,3.6141269207000732
536," a few years ago, an old man was looking for food to eat in his fridge.",6.0,3.569317579269409
537,A young baby boy is looking up.,6.25,2.6693058013916016
538," That is the look of anger/disgust and on the man, pure shame.",1.0,3.0469067096710205
539,You know that?,3.0,2.5763025283813477
540, He is wearing a watch on the hand that is covering her mouth and the woman is wearing a blouse.,6.75,3.1179895401000977
541, There was a man who held a gun at a woman's neck and she also had her mouth covered by him.,6.75,3.1383163928985596
542, The girl is blocking a creepy guy from her way.,3.25,5.079013347625732
543, Another woman on the floor looks on at the .,6.75,2.4198551177978516
544, an old photo from Sweden of a mom disciplining her kid as he sits in a closet .,4.5,3.022796869277954
545," This is a picture of a young boy, looking into the camera.",5.5,2.3954849243164062
546, there are two people pointing their guns into a room in a very worn down building.,6.0,2.7962021827697754
547, A little kid looking pretty puzzled.,4.0,2.8438198566436768
548, It looks like a cartoon drawing - not as clear as a photographic image would be.,2.75,3.0901849269866943
549, The mom is gesturing with her hands while the father stands there and is listening.,6.0,5.029722213745117
550, She looks upset but like a fake upset where she's trying to pose for the troubled look.,2.25,2.327589750289917
551,And I’m not interested in ever being pregnant again.,1.25,3.624021291732788
552, she is holding a teddy bear and standing in the hallway.,6.75,2.816741466522217
553, I cannot tell at all what is going on here.,1.0,2.6174449920654297
554, A man is being involved in a situation between himself and police officers.,6.5,3.9384801387786865
555, He is threatening this young man.,3.5,3.5300679206848145
556, It looks like a normal kid living a normal life.,2.75,2.180812120437622
557, He is of an old age.,4.5,3.4129018783569336
558," This is a photo of an older man with a white beard, wearing some kind of uniform with snow on it.",4.5,4.383234977722168
559, A man is being held at gunpoint in a car which is scary.,2.5,3.8300862312316895
560, She is probably in an argument with him.,2.5,2.911306858062744
561, A baby girl is looking up at the camera from tummy time.,5.5,3.21148681640625
562, A criminal with his mouth covered trying to scream something to a lawyer prob and he is at a trial .,2.75,3.013305187225342
563, they were both around their 30s .,3.0,4.672956943511963
564,"And the Parkland students have continued throughout the year to travel this country and the world, advocating for stricter gun regulations.",6.0,2.76961612701416
565, The room looks very cramped and he can't fully stretch out.,3.5,3.5620527267456055
566,She's playing with a spoon.,6.75,3.3445615768432617
567, A musical artists sits in a chair in front of a microphone.,6.5,3.0845108032226562
568, A child is badly injured and covered with blood.,5.5,3.182072162628174
569, She is looking really sad.,1.75,2.9214439392089844
570, This man in camouflage was pointing a rifle at a cameraman that is not me a long time ago; this happened far away from here.,5.5,2.9970922470092773
571, The hand has been amputated at the wrist and there is still blood covering the hand.,4.75,2.803847312927246
572, She is observing.,5.5,3.834047317504883
573," these kids look like they are having fun, the boy probably just jumped off of the diving board .",3.5,3.588202476501465
574," A very mutilated hand is shown over a pool of blood (and water I hope, or that is a LOT of blood).",3.5,3.647498607635498
575, An old man is standing leaned on a wall in some home.,5.5,2.805133819580078
576, She is at the beach in a blue shirt.,6.75,5.865016460418701
577, There are people are in a field.,5.5,2.843263626098633
578, There is a small girl with bangs sitting on a child sized chair reading a book.,5.75,2.380006790161133
579," he just chilling and singing a country song, probably entertaining an audience.",4.0,2.841618061065674
580, It makes me feel bad for what his about to do.,1.5,2.691427707672119
581, They all have their heads bowed down so are likely unconscious or passed out.,2.75,2.541874885559082
582, Wonder what he is looking for.,2.25,3.18487548828125
583," blown in the face again, pretty lasting damage, probably not survived the impact sorry for the pain .",2.75,2.5742127895355225
584, She has a cigarette in one hand.,6.75,3.8744401931762695
585, There is a woman pushing a man away.,6.25,2.9623589515686035
586," What an adorable baby, very cute.",2.5,2.804926872253418
587, His right eye is missing and there is blood pooling in the gash.,6.0,3.3781535625457764
588, Really not fun to look at.,2.0,3.172584056854248
589, The same man from earlier is holding the same knife to the same woman's throat.,5.75,3.0863897800445557
590," Long time ago, far away, a man probably hit a woman real hard in the face; her face went backward.",6.25,3.209604263305664
591,"If you analyze the thousands of football games played in the last 10 years, you can devise a set of rules that almost always lead to a win.",3.5,3.546548843383789
592,"I attend therapy every week, pop a little blue pill every morning and, just as importantly, I lean heavily on my pulse checkers.",2.0,3.3149662017822266
593," There is an older couple who are by the water, enjoying a nice summer day.",3.75,2.45896577835083
594,"In short, we make believing in climate change the better option.",2.5,3.3489904403686523
595,Woman smiling and sitting on beach.,6.5,2.9689881801605225
596, There seems to be a crowd .,5.0,5.0808916091918945
597, there is a man looking at a woman with her hands up.,6.75,2.53765869140625
598, a man and woman are in the kitchen.,6.5,2.925473213195801
599," A few people are about to bash and rob/hurt someone in the car, with a gun.",6.25,2.7694339752197266
600, Child with blond hair and blank stare.,6.0,2.811819076538086
601, The mother is not happy.,2.0,3.0895743370056152
602, This grandma needs to get back on the job rather than just eating whatever it is they're picking.,2.5,3.111668586730957
603, The young boy looks concerned and possibly scared at his mother's anger.,3.0,4.655780792236328
604,Sarah Titus understands this keenly.,3.5,3.9811511039733887
605, There is an adult looking up at something above and a child looking up along with the adult.,6.25,3.0657453536987305
606, A sad girl she looks Hispanic .,1.0,4.842142581939697
607, It's hard to tell which part of the body this is.,2.5,3.752811908721924
608,"Between rights issues and the degradation of negatives, movies like “Household Saints” may never be distributed again.",6.0,3.3637845516204834
609,there is a baby girl in a incubation chamber holding her mothers hand.,6.75,2.382636070251465
610," black woman, dark lighting, looking at camera and crying, looks dressed up nicely, very sad, hand under chin, dejected, silently crying.",2.25,2.4538445472717285
611, the child has an iv or something that is hooked up to a machine.,5.25,3.6205949783325195
612, That's extremely bloody and scary!.,2.0,3.3532800674438477
613, There is a little baby in a pile of dried leaves.,5.75,3.289368152618408
614, Another mutilation that idk looks pretty congenital .,2.5,2.7289156913757324
615, the boy was laying on the bed in a hospital during his treatment.,6.5,2.979337215423584
616, the woman took drugs and is passed out.,6.0,2.8481152057647705
617, A couple looks like they are at odds.,3.25,3.9686172008514404
618, There is blood everywhere.,6.25,2.501965284347534
619,"From the plumes, Cassini found carbon-bearing molecules, salts and chemical signposts of hot water reacting with rock deep in the region of the plume's source, beneath the icy moon's surface.",6.75,3.068582534790039
620, Kinda creeped out she is just staring.,2.5,2.4330267906188965
621,The area behind here has a high chair .,6.5,2.2669477462768555
622, Not a clean cut looks like it was hacked off.,2.75,4.873205184936523
623," A man and a woman are talking, the woman is trying to explain something.",5.0,2.5670571327209473
624, They all look fairly old and are all wearing glasses.,4.5,2.6786112785339355
625, she is trying to grab his arm and fight him off.,4.75,2.968949317932129
626, Two young children seem to be enjoying their walk on the beach.,3.75,2.5487871170043945
627, A man is bullying a person in public .,4.5,2.7546377182006836
628," Next to her left hand is a bottle of pills, some of which are in the bottle and some of which are on the bed.",6.75,2.3028297424316406
629,"She ended up divorcing her adulterous husband, only to be ordered by a judge to get a job to support her kids.",6.5,2.3926453590393066
630, Soldiers were redirecting an injured civilian yesterday.,6.75,2.39747953414917
631, A man is looking directly at the camera with a relaxed look on his face.,4.25,3.6061453819274902
632,A woman suffers from facial injuries.,6.25,3.204151153564453
633, A guy skiing downhill about to jump; pretty cool and exciting.,1.75,2.7769222259521484
634," Actually, I can't tell if she is alive or not.",1.25,3.6813485622406006
635, it looks more disgusting than scary because this is way too much to be realistic unless that woman went through a literal fire.,1.75,2.912478446960449
636, it looks like his hand is covering her mouth.,3.5,3.300191879272461
637, This is an image of someone holding a gun and wearing a bandana on their face in a country far from here and many years ago.,6.5,2.912853956222534
638,But all they needed to do was play basic strategy—and let the clock run.,3.5,3.0707592964172363
639,two adults argued a long time ago.,5.75,2.4405014514923096
640,Which compels a seasoned internet traveler to ask: What are they doing?,4.75,3.715087890625
641, A woman is holding a man by his shirt and appears unhappy.,4.0,4.463582992553711
642,"A person or corpse, there is a massive cut in the side of their face and their eyes also seem gauged out or bloody.",6.25,3.253098964691162
643,"PEW studies when people consume news, but only certain things are characterized as 'news' as far as PEW is concerned.",4.25,3.7366862297058105
644,There is a chubby baby with his eyes open and his little mouth open with his tongue visible.,5.25,2.973600387573242
645, He is wearing a black long-sleeved shift.,6.75,3.4961678981781006
646, They both look like they are crying and they are outside.,5.25,2.78488826751709
647,Do not ever do this.,1.25,3.2402098178863525
648, He also has a bowl cut.,6.25,3.5082008838653564
649,This dude looks really creepy his smile is very scary.,1.5,2.3639345169067383
650, five people with covered faces are chained to the back of a truck or something.,5.75,3.068387508392334
651, A woman seems annoyed while a slightly older woman is shown standing behind her.,3.5,2.634732723236084
652,Instagram has become flooded with posts sporting the ubiquitous #ad or #sponsored captions — language that is required by US Federal Trade Commission endorsement laws — underneath photos of a new jewelry line or eye cream.,6.25,3.014303207397461
653,A baby is laying on some sheets.,7.0,3.38674259185791
654," child laying in bed, covered in blood, something in mouth, can't tell if alive, looks dejected and half asleep all skin peel.",4.75,2.4383583068847656
655, Another man is pointing aggressively at the man on the ground.,3.75,3.3182058334350586
656," In a far away country, someone is being rushed to receive medical attention.",6.25,2.97713041305542
657, This is a blurry image of two people with guns moving towards a door.,5.25,4.384433269500732
658,"I was doing it, at least partially, to prove what I could accomplish to other people; to fit the mold of the person I’d shaped myself to be.  ",1.0,4.318262100219727
659, one man in a suit is holding the other up near a bridge.,6.25,2.582918643951416
660,"It also means to weigh ideas, to compare and contrast assertions, to connect one generalization to another.",4.75,2.351161479949951
661, A man looks like he might be uncomfortable what is going on.,1.25,3.192211627960205
662, It is a store front and the man is doing what he should do.,3.0,2.7404539585113525
663, They are sitting as far apart on a bed as possible.,4.75,6.804257392883301
664,Start-ups for pockets?,5.0,2.683722496032715
665, This teacher looks very surprised and is probably confused at something one of her students has done or said.,3.5,2.5499675273895264
666, They are on a train or subway of some kind.,6.0,4.984831809997559
667, Their glasses are fun.,1.0,3.777796745300293
668, she looks sad and in pain and wants to get help.,1.0,3.3596279621124268
669, He is laying in a bed.,6.75,2.7484123706817627
670, The beach is nice and the water is very blue.,3.25,3.5180296897888184
671, Blood is in a metal can.,5.25,3.1846938133239746
672,"Over the course of the game, the Falcons were gaining an above-average 5.8 yards per rush (the league average is around 4.3 yards per play).",7.0,3.7159838676452637
673, Another hand is brushing off some of the dirt .,6.25,3.178635597229004
674, He looks like he's in a hospital though and it doesn't look fatal so hopefully he's ok .,3.75,2.7666594982147217
675, This man looks like he is about to commit a mass murder based on his face and the weapon he has in his hand.,2.25,2.9010543823242188
676," He is dressed in long layers, and the curtain is white.",6.5,2.811025857925415
677, The figure the hand belongs to is hidden and the background is totally black.,6.75,3.119044303894043
678," happened a long time ago looks like a protest, planned .",4.5,2.726392984390259
679, Older white me that look unhappy or angry.,3.0,5.055724143981934
680, the other people are casually dressed.,3.75,2.651620864868164
681, they are wearing the same outfit and crossing .,6.5,3.8979663848876953
682, This is an image of a woman that was beaten and suffered facial injuries.,6.5,3.76409912109375
683, the blood seems to be coming from his upper extremities.,4.5,3.4903790950775146
684, The entire right side of his face is covered in boils and his ear and back of his head have turned black.,6.75,3.286545991897583
685," I really can't even look at this, it's too real.",2.0,3.388300895690918
686,"“If you extrapolate from either figure, tallying songs on album and singles masters, the number of destroyed recordings stretches into the hundreds of thousands,” Rosen wrote.",6.5,3.2945051193237305
687, The child looks a little sad or scared.,3.25,2.7789082527160645
688, I can see the man's eyeball that has popped out from where it is supposed to be.,5.5,2.8562378883361816
689,Inside of a mouth? .,5.75,2.812443733215332
690, They are both legs/arms crossed and on opposite ends of the bed looking away from one another .,6.5,3.4903132915496826
691,A woman's face has a huge scar that has left an open wound on the right side of her cheek all the way to her forehead.,6.25,2.650175094604492
692,Her first sponsored posts in 2016 were with smaller brands; she’s since collaborated with heavyweights like H&M and Glamour magazine.,5.75,2.922759771347046
693, The child is looking at the camera.,6.75,3.4315853118896484
694, This person may have died violently.,4.5,2.6189427375793457
695," Long time ago, far away, a woman probably passed out after overdosing on drugs/meds.",5.25,3.187427043914795
696," Black man has laceration on abdomen and chest, he seems beaten.",4.75,3.857970714569092
697, His hair is very neat.,2.75,3.363171100616455
698," A photo of a different time, maybe late 80s? Makes me want to go vacation.",2.5,2.518718957901001
699," It seems to be a baby girl, as she is wearing a dress.",3.0,3.3121066093444824
700,I'm reminded of a recent study from PEW.,4.0,2.967231273651123
701, A man with blood on his t shirt and military people.,6.5,2.5315418243408203
702, This was a tense situation of a man holding a gun to a woman's face.,3.5,3.3297171592712402
703," somewhere in the world, someplace in time, two people look bored while sitting on the couch.",3.25,3.5905256271362305
704, There are hands cupping the face and holding it in place.,6.75,3.872201681137085
705,"You might as well say ‘no humans,’ you know?",4.5,3.6022212505340576
706,"baby girl in ICU, lots of tubes to help breath, something attacked to stomach, doesn't look healthy.",3.75,3.062159776687622
707," The scene seems gloomy, and the person does not seem very hopeful.",1.0,2.9415173530578613
708," This makes me feel slightly uncomfortable, almost like I'm not suppose to be here watching them.",1.0,5.232891082763672
709, A woman has messy makeup and a cigarette some time ago in the past.,4.5,3.146002769470215
710, criminals tied up after a fight happened far away .,6.75,2.549495220184326
711, She is holding a teddy bear and has pigtails.,6.75,3.307816505432129
712, I think it's a human but there's a lot of discoloration and bloating of the skin.,4.0,4.711721420288086
713, They both have their arms crossed and are not looking at each other.,6.75,4.409543514251709
714, This is an image of a woman getting abducted into a van.,6.5,2.589806079864502
715, A man is looking away while a woman is screaming and throwing her hands up in the air.,6.5,4.945339679718018
716,Don't focus on telling people that what they have chosen to believe isn't true.,3.5,2.623281717300415
717, They look relatively young.,4.0,2.347522258758545
718,They are hardworking and goal-oriented.,4.0,3.105231285095215
719, She seems upset and he seems surprised at her reaction.,1.0,2.975677251815796
720, I don't know exactly what happened to this woman but she looks really nasty.,1.0,3.6246261596679688
721, He is surrounded by a fire in the background and looks like he is in some sort of riot zone.,6.0,3.379927635192871
722, This is a patient who has been beat up or burned very badly on his face.,4.75,3.143117904663086
723,Many of them share almost identical design themes.,5.0,3.6999599933624268
724, There is an image of a white guy.,6.25,3.8953917026519775
725, this is picture of a Swedish couple fighting as their young child watches.,5.25,3.1892876625061035
726, A man is holding a knife over a woman's throat while clasping her mouth so she can't scream.,6.25,4.683207988739014
727, White man has silver hair.,5.75,4.446504592895508
728, A man has unusually inflamed eyes and they are discharged.,5.25,2.3430144786834717
729," surprised baby, super cute with the dress up, sees something she is interested in, playful.",3.0,2.3842029571533203
730, HE is wearing a colorful tie and white shirt .,6.0,3.0484066009521484
731,"Online, we were labeled as criminals — or worse.",3.0,2.8709616661071777
732, A mans face is extremely deformed by some sort of disease.,4.5,2.9916727542877197
733, A woman holding a cigarette in her left hand and is wearing eye liner.,7.0,3.35644793510437
734, There is a man and woman with arms crossed on opposite sides of the bed.,7.0,4.2240729331970215
735,"The picture is very blurry, one person is holding a gun, another is holding something we cant see b but it looks like the home they are in is already in shambles.",3.0,4.174545764923096
736," A guy staring at me, unimpressed.",1.75,3.6492695808410645
737, It is hard to look at the burns because they are so bad.,1.0,3.977388858795166
738,a young woman is sitting on a beach.,6.75,2.7018980979919434
739," A man holds a gun to his own head, with his finger on the trigger.",7.0,3.1895055770874023
740, The man with the gun is wearing a hat.,7.0,2.6329755783081055
741, A mans head is being held.,7.0,3.4725944995880127
742, Someone may have punched her in the face.,4.0,2.8342370986938477
743," A car is flipped over, and firefighters are tending to someone lying next to the car.",7.0,2.7466092109680176
744," This is a calming image, stress free.",1.25,2.3184757232666016
745, You can barely make out that this used to be a person's face.,3.5,3.3559272289276123
746, She is wearing a denim light jacket.,7.0,2.962824821472168
747, The boy looks sad.,1.0,3.623053550720215
748, Man with some cooled soup.,7.0,5.08926248550415
749,There is a smiling man with a moustache and dark brown hair.,6.75,3.826613187789917
750, He has a watch on and the knife is short and black.,6.75,2.7756223678588867
751," A knife is being held in an aggressive manner, I'm not really sure if it is being used to assault anyone.",1.0,3.4080207347869873
752,I don't know what the hell I'm looking at but I hate it bloody and gross.,1.25,3.3329222202301025
753," This boy is leaning against a brown wooden fence wearing a red shirt, jeans, and white shoes; this does not evoke any strong emotions in me.",5.0,3.2214322090148926
754,"But, then again, Door County isn’t your typical sleepy rural community.",2.0,5.3267822265625
755, There's a guy with a gun.,7.0,2.8393754959106445
756, Two preteen kids are throwing up a smaller boy in the pool.,7.0,2.6414682865142822
757," tiger getting harmed, very sad animal abuse .",2.25,2.8057961463928223
758, An adult's finger is touching their hand.,7.0,2.6883695125579834
759, His entire upper torso and face is covered in welts and bleeding blisters.,6.75,2.6866025924682617
760,The answer is clearly no.,2.0,2.554553270339966
761, The skin has come off of most of the hand.,6.5,2.8344998359680176
762, there is an incision a few inches above her vagina.,6.5,2.9222333431243896
763, There was a middle aged man who was covered in blood and it was awful.,3.0,3.2182068824768066
764, she probably does this often as he has a pained .,1.75,3.262359619140625
765,"Most mornings of my freshman year of college I’d get up at 5:30, well before anyone else in my dorm was awake.",3.75,2.790569305419922
766, The man on the left is wearing glasses.,7.0,3.1506168842315674
767," Decades ago, a woman had a gun pressed to her face by a man who was forcibly restraining her.",6.5,3.564566135406494
768, A man holds a gun to a woman's face.,7.0,3.214181423187256
