,response,score,observed
386," No emotion, good thing.",1.5,3.435880184173584
387, There is a man wearing a mask some time ago in the past.,6.5,3.13442325592041
388, The room looks pretty nice too so they can't.,1.75,2.467034339904785
389, A child was buried alive recently and is now being recovered dead.,6.75,3.0717780590057373
390, Little child is reading a book in a room.,6.25,2.4240057468414307
391, Child looking at viewer.,6.75,3.2097666263580322
392, a picture of a blurry hand with a knife being brought down.,6.25,3.224825382232666
393, a blurry stock photo of two people with guns trying to get through a door.,5.75,3.7464334964752197
394, I want a towel on my head always it's kind of warm and comforting just like this baby makes me feel I love tiny things his fingers are so small.,1.75,3.425252914428711
395, A man holds a gun to a woman's right cheek.,6.5,2.394333839416504
396, This photo makes me feel fine and neutral.,2.0,3.646409749984741
397," happened a week ago, terrorist attack, it is part of the past and we should let go.",6.0,5.544145584106445
398," Somewhere in the world, someplace in time, a car wreck has occurred.",6.5,2.9709420204162598
399,Every decision in blackjack can be dictated by simple math: There’s always a right and wrong answer.,4.25,2.7038183212280273
400, Really does not sit well with me.,1.75,3.924712657928467
401, There is a woman with glasses who is in the middle of talking.,6.25,3.609621047973633
402, A few children are smiling and staring ahead.,6.0,2.2534263134002686
403, They are in a parking lot.,6.5,2.7461156845092773
404, This photo is sad but still sweet and safe.,2.25,2.78910493850708
405, A individual under a black mask with only the eyes and mouth showing.,6.25,2.022592306137085
406, They don't look super comfortable.,2.5,2.7615675926208496
407, They are wearing long sleeved shirts and pants.,6.5,3.1616432666778564
408,"She edits them on her computer first in Adobe Lightroom, and then again with a suite of popular editing and filtering apps on her phone like Snapseed and Facetune.",5.0,2.973749876022339
409, There was a child who needed medical attention.,6.75,3.4574992656707764
410, there were bloodied bodies next to each other on the ground.,6.5,3.179975748062134
411, A man wearing a grey button down is standing with his arms crossed over his chest.,6.5,3.850773811340332
412, She is smiling.,6.25,2.868370532989502
413, He is wearing a collared shirt and has his arms crossed.,6.5,2.995215654373169
414,"Then, in shooting Maester Aemon’s death bed scene, Sapochnik graphically matched the cut, magically transitioning Aemon to his funeral pyre with his bed pillow still under his head.",4.75,3.1747400760650635
415," Woman seems distressed, and there seems to be someone comforting her.",3.5,2.627030849456787
416, A woman eats some kind of crop she just harvested with several children in the background doing the same thing.,6.25,2.971714973449707
417," A few decades ago, a man held a woman at knifepoint while covering her mouth.",6.5,3.004790782928467
418, still conscious so pain can't be too much.,2.75,2.931143283843994
419, A body is present.,6.75,3.512240409851074
420, It appears that they could be his parents yelling and fighting each other while ignoring the effect it has had.,3.5,6.232851982116699
421,An old picture of a little boy crying as he is held by a man.,6.75,3.7212514877319336
422," In another country, a woman is pictured and one of her breasts is covered in some sort of weird growth or tumor.",4.5,2.3004448413848877
423, she is also wearing a yellow and blue bracelet.,6.5,2.9541704654693604
424,"Once you start going deep, it can feel like a hall of mirrors, stretching on forever, each site very similar to the last, yet ever so slightly distinct.",1.75,3.5917255878448486
425, A gun is visible.,6.75,2.76353120803833
426, Hands are on a revolver.,6.5,2.9062633514404297
427, Feels like something that would be out of a textbook.,2.5,3.422165632247925
428, there is a little boy staring at me.,6.25,3.8282275199890137
429, she looks scared or uncomfortable.,3.0,3.1882529258728027
430, she looks very angry.,2.5,3.773716926574707
431, I have no feeling for the picture.,1.5,3.143512487411499
432, This is very far away from you physically.,6.75,4.69542932510376
433,My personal coding projects have presented similarly thorny ethical questions.,1.75,3.475271701812744
434,For my cross country coach.,7.0,2.3750386238098145
435, the hand was in a fist a long time ago.,6.5,6.043728828430176
436, She has a yellow head wrap and the baby has a blue hat on.,7.0,5.091733932495117
437, face of a man that looks sad or concerned.,3.25,3.0081369876861572
438,And pass.,6.0,3.1708195209503174
439, A woman screamed into a scared man's ear in a country far from here many years ago.,6.5,2.72757625579834
440," There was a woman who had recently been crying, who then decided to smoke a cigarette, or maybe she was smoking while she cried.",5.0,2.7197370529174805
441, there is a black boy that has half his cheek cut off and shows his teeth and bones.,6.5,3.3960087299346924
442, There is a guy with a knife held up to a woman's throat.,7.0,2.6251771450042725
443, A man pointing a gun to the camera.,7.0,2.4686782360076904
444, a baby is smiling happily at the camera.,4.0,2.8444643020629883
445, A woman is screaming in the background and has her hands up in a very exasperated way.,3.25,2.9253907203674316
446, Man is clearly very aggressive.,2.25,2.5136919021606445
447, There is a severe loss of blood every.,4.5,4.873305797576904
448, A woman is letting the blood out of a tiger in preparation of cooking it.,6.25,3.2497410774230957
449, A man is holding a gun.,6.75,2.442540168762207
450, The young woman's arms are around his arm.,6.0,2.763152599334717
451, there is a woman that has recently been slapped by a man her face looks almost happy .,3.5,3.3573670387268066
452, A boy is badly burned and his face looks distressed.,3.5,3.22298526763916
453," A body is buried in the dirt, and it looks like a young child.",5.0,4.133767127990723
454, The son seems pretty boxed in.,3.5,2.9838504791259766
455, the hand is going to plunge the knife into something.,6.25,3.7289624214172363
456, this is a woman standing in an apartment on the phone.,6.5,2.856844902038574
457, the knife was touching her throat and close to cutting it.,6.75,3.2656631469726562
458, His mouth is open and he's cleared dead.,6.5,3.1699025630950928
459, Being patrolled by some guy with a gun.,5.0,2.99613618850708
460, The baby seems to be laughing and happy.,2.75,3.0846147537231445
461, He looks rather disappointed.,2.5,4.57666015625
462, Another mutilated face.,6.25,3.363499641418457
463, The person had hair.,6.5,2.8425748348236084
464, A man who is about 25-30 years old.,5.75,3.320049285888672
465, A young child is seen with severe wounds on this chest and face.,6.0,4.3157429695129395
466, Man about to shoot himself with gun.,6.0,2.9915390014648438
467, A lady throwing like pieces of a rose to a guy and she has an angry facial expression toward.,2.75,2.8756630420684814
468," He is older, and is probably expecting guests.",2.75,2.9078969955444336
469, a woman is pointing at a man with a displeased look on her face.,4.25,3.996860980987549
470, There are two men inside a house.,7.0,2.502387285232544
471,"A woman happily posing for a picture on the beach, based on the hairstyle and image quality some time in the 70s or 80s.",6.0,3.3049519062042236
472, It is leaving on a pillow and looking at something above it.,6.25,3.138745069503784
473," music festival and guy enjoying the guitar, looks like a fun time.",2.0,3.33209228515625
474, They seem focused on the contents of the book.,3.0,2.444863796234131
475,"I feel slightly nervous when looking at this image of the baby, but I feel pretty alright since it seems like the baby is being taken care of.",1.75,3.5399327278137207
476,"As I got closer I realized that those things were six different drums—metal poles, pedals and large metal disks, which I later learned were cymbals—all lying on the lawn waiting to be loaded in for what I now know was a band rehearsal.",4.5,2.308553695678711
477, a baby is on the blanket on the ground.,6.5,3.918553352355957
478, All three kids are smiling.,6.5,2.9885613918304443
479,Some people say that I should study to become a climate scientist so that I can ‘solve the climate crisis.’ But the climate crisis has already been solved.,2.0,3.800846576690674
480, A young child's corpse is found underneath some dirt and small rocks.,6.25,3.006620407104492
481, I feel bad for the kid.,2.25,3.602750539779663
482, There was an argument where a girl was screaming at a guy who has a shocked expression on his face.,5.75,3.3505704402923584
483, The apartment is pretty shadowed but you can see a plant and a chair.,6.0,2.6188552379608154
484, A group of kids is having a bunch of fun in a pool and it looks like one perhaps has cancer.,2.25,2.61260724067688
485,What makes a parent decide not to vaccinate their kids?,2.25,3.6599478721618652
486," They appear to have suffered from very sever wounds, as they are covered in blood.",2.75,3.78800106048584
487, Photo feels soft and playful.,2.0,3.1744847297668457
488, A cute baby with a towel or sweater on its head.,4.0,3.792351245880127
489," the child looks annoyed and unhappy , he is covering his ears.",3.0,3.248347282409668
490, Looks like an accident of some sort.,3.0,3.5750632286071777
491, There is a baby smiling to something off camera.,6.25,2.730907440185547
492," Somewhere in the world, someplace in time, a tiger is being slaughtered or sacrificed.",6.25,2.859286308288574
493, dinner outside at some place with deforestation .,6.25,4.88986349105835
494, This is an image of a pathway through some foliage.,6.5,5.39000129699707
495, A woman with big curly hair has injuries to her left eye that show green bruising underneath and her right eye has a cut/bruise under it as well.,5.5,2.969451904296875
496, This little boy is being thrown up from the pool by his siblings (?) and is about to cannonball back down into the water.,3.25,2.673567771911621
497,"The surveillance dystopia is on the horizon, and companies like Microsoft and Amazon are helping build it.",2.0,3.0928707122802734
498,A man is staring at the camera and smiling.,6.25,3.6313140392303467
499, Very clean looking suits.,3.5,3.391876697540283
500,He's wearing a cowboy hat and country style clothing.,6.5,2.6742005348205566
501, There is a man maybe lying on a hospital bed or on the ground.,6.5,3.4343786239624023
502, This occurred a long time ago and was in a country far away.,5.25,2.9569735527038574
503, there's a guy with a gun behind him who doesn't look black.,3.75,3.6460742950439453
504, This image makes me smile a bit because it's a cute image.,1.25,3.0468270778656006
505,"The numbers aren’t terribly shocking, especially if you’re familiar with similar stories about the early years of the film industry in America: “About 1,700 silent films were made in India of which the National Film Archive of India has only 5 to 6 complete films and about 20-25 films in fragments.",3.25,3.2702279090881348
506, Had boils over his face.,6.25,2.4347610473632812
507, White guy with gun is pointing it and yelling at black male driver.,6.5,3.863105297088623
508,"a long time ago in a far away country, an infant was malnourished and taken to the hospital.",6.0,3.507290840148926
509," This is a photo of two people sitting on opposite sides of the bed with their arms crossed, like they're fighting or ignoring each other.",3.0,3.243063449859619
510, I wonder if that is actual person and what has happened to the person.,2.25,2.4108071327209473
511,I’d finally and inevitably resort to “accidentally,2.0,3.071444034576416
512," man with deformed face, lips missed so teeth exposed, right eye very messed up can see white, nose not there just a hole.",6.5,4.091039657592773
513, I was that child sometimes and I feel HORRIBLE for this child.,1.0,2.5485544204711914
514," Three men stand together, wearing tuxedos.",6.75,3.435880184173584
515, there is a baby looking at the camera the baby is on a pillow.,7.0,3.13442325592041
516, there is a little girl with a teddy bear watching her parents fight.,6.25,2.467034339904785
517, She holds a black shirt up.,7.0,3.0717780590057373
518, a really graphic and disturbing picture of somewhere in Africa in the 90s with lots of bloody naked bodies in the street and they look really bad.,3.25,2.4240057468414307
519, the criminal got fierce during his trial in the court.,3.25,3.2097666263580322
520, That's very disturbing is that even human? If it is very graphic.,2.25,3.224825382232666
521,"“I want cracking down on all of that ‘bought’ stuff, people who buy verification, even loop giveaways,” says Lisa DiCicco Cahue (@lisadnyc), a fashion and lifestyle influencer with 100,000 followers who also works as a model.",5.75,3.7464334964752197
522, A little boy is very bloody and looks in pain and shock.,3.5,3.425252914428711
523, This occurred a long time ago and this severed hand was cut off.,6.25,2.394333839416504
524,"“Door County is host to more than a few top-notch theatres,” she says.",5.5,3.646409749984741
525, Super cool! They look very focused and intent to do this .,1.75,5.544145584106445
526, I'm happy he's smiling.,1.25,2.9709420204162598
527, a man facing away from the camera is pointing a gun at his temple.,6.75,2.7038183212280273
528, A man is causing distress to a woman.,3.25,3.924712657928467
529, This mans face is very large and his features take up a small portion like there is so much whitespace it's like there's a page requirement for a paper but you have nothing to write.,2.5,3.609621047973633
530,This issue isn’t just about fashion.,1.75,2.2534263134002686
531, The girl has a pail in her hand.,7.0,2.7461156845092773
532, they seem to be at a wedding.,5.25,2.78910493850708
533, This image makes me feel happy.,1.25,2.022592306137085
534, A person has a gun pointed at a guy in the car.,6.75,2.7615675926208496
535, Three kids in a pool.,7.0,3.1616432666778564
536," a few years ago, an old man was looking for food to eat in his fridge.",6.0,2.973749876022339
537,A young baby boy is looking up.,6.25,3.4574992656707764
538," That is the look of anger/disgust and on the man, pure shame.",1.0,3.179975748062134
539,You know that?,3.0,3.850773811340332
540, He is wearing a watch on the hand that is covering her mouth and the woman is wearing a blouse.,6.75,2.868370532989502
541, There was a man who held a gun at a woman's neck and she also had her mouth covered by him.,6.75,2.995215654373169
542, The girl is blocking a creepy guy from her way.,3.25,3.1747400760650635
543, Another woman on the floor looks on at the .,6.75,2.627030849456787
544, an old photo from Sweden of a mom disciplining her kid as he sits in a closet .,4.5,2.971714973449707
545," This is a picture of a young boy, looking into the camera.",5.5,3.004790782928467
546, there are two people pointing their guns into a room in a very worn down building.,6.0,2.931143283843994
547, A little kid looking pretty puzzled.,4.0,3.512240409851074
548, It looks like a cartoon drawing - not as clear as a photographic image would be.,2.75,6.232851982116699
549, The mom is gesturing with her hands while the father stands there and is listening.,6.0,3.7212514877319336
550, She looks upset but like a fake upset where she's trying to pose for the troubled look.,2.25,2.3004448413848877
551,And I’m not interested in ever being pregnant again.,1.25,2.9541704654693604
552, she is holding a teddy bear and standing in the hallway.,6.75,3.5917255878448486
553, I cannot tell at all what is going on here.,1.0,2.76353120803833
554, A man is being involved in a situation between himself and police officers.,6.5,2.9062633514404297
555, He is threatening this young man.,3.5,3.422165632247925
556, It looks like a normal kid living a normal life.,2.75,3.8282275199890137
557, He is of an old age.,4.5,3.1882529258728027
558," This is a photo of an older man with a white beard, wearing some kind of uniform with snow on it.",4.5,3.773716926574707
559, A man is being held at gunpoint in a car which is scary.,2.5,3.143512487411499
560, She is probably in an argument with him.,2.5,4.69542932510376
561, A baby girl is looking up at the camera from tummy time.,5.5,3.475271701812744
562, A criminal with his mouth covered trying to scream something to a lawyer prob and he is at a trial .,2.75,2.3750386238098145
563, they were both around their 30s .,3.0,6.043728828430176
564,"And the Parkland students have continued throughout the year to travel this country and the world, advocating for stricter gun regulations.",6.0,5.091733932495117
565, The room looks very cramped and he can't fully stretch out.,3.5,3.0081369876861572
566,She's playing with a spoon.,6.75,3.1708195209503174
567, A musical artists sits in a chair in front of a microphone.,6.5,2.72757625579834
568, A child is badly injured and covered with blood.,5.5,2.7197370529174805
569, She is looking really sad.,1.75,3.3960087299346924
570, This man in camouflage was pointing a rifle at a cameraman that is not me a long time ago; this happened far away from here.,5.5,2.6251771450042725
571, The hand has been amputated at the wrist and there is still blood covering the hand.,4.75,2.4686782360076904
572, She is observing.,5.5,2.8444643020629883
573," these kids look like they are having fun, the boy probably just jumped off of the diving board .",3.5,2.9253907203674316
574," A very mutilated hand is shown over a pool of blood (and water I hope, or that is a LOT of blood).",3.5,2.5136919021606445
575, An old man is standing leaned on a wall in some home.,5.5,4.873305797576904
576, She is at the beach in a blue shirt.,6.75,3.2497410774230957
577, There are people are in a field.,5.5,2.442540168762207
578, There is a small girl with bangs sitting on a child sized chair reading a book.,5.75,2.763152599334717
579," he just chilling and singing a country song, probably entertaining an audience.",4.0,3.3573670387268066
580, It makes me feel bad for what his about to do.,1.5,3.22298526763916
581, They all have their heads bowed down so are likely unconscious or passed out.,2.75,4.133767127990723
582, Wonder what he is looking for.,2.25,2.9838504791259766
583," blown in the face again, pretty lasting damage, probably not survived the impact sorry for the pain .",2.75,3.7289624214172363
584, She has a cigarette in one hand.,6.75,2.856844902038574
585, There is a woman pushing a man away.,6.25,3.2656631469726562
586," What an adorable baby, very cute.",2.5,3.1699025630950928
587, His right eye is missing and there is blood pooling in the gash.,6.0,2.99613618850708
588, Really not fun to look at.,2.0,3.0846147537231445
589, The same man from earlier is holding the same knife to the same woman's throat.,5.75,4.57666015625
590," Long time ago, far away, a man probably hit a woman real hard in the face; her face went backward.",6.25,3.363499641418457
591,"If you analyze the thousands of football games played in the last 10 years, you can devise a set of rules that almost always lead to a win.",3.5,2.8425748348236084
592,"I attend therapy every week, pop a little blue pill every morning and, just as importantly, I lean heavily on my pulse checkers.",2.0,3.320049285888672
593," There is an older couple who are by the water, enjoying a nice summer day.",3.75,4.3157429695129395
594,"In short, we make believing in climate change the better option.",2.5,2.9915390014648438
595,Woman smiling and sitting on beach.,6.5,2.8756630420684814
596, There seems to be a crowd .,5.0,2.9078969955444336
597, there is a man looking at a woman with her hands up.,6.75,3.996860980987549
598, a man and woman are in the kitchen.,6.5,2.502387285232544
599," A few people are about to bash and rob/hurt someone in the car, with a gun.",6.25,3.3049519062042236
600, Child with blond hair and blank stare.,6.0,3.138745069503784
601, The mother is not happy.,2.0,3.33209228515625
602, This grandma needs to get back on the job rather than just eating whatever it is they're picking.,2.5,2.444863796234131
603, The young boy looks concerned and possibly scared at his mother's anger.,3.0,3.5399327278137207
604,Sarah Titus understands this keenly.,3.5,2.308553695678711
605, There is an adult looking up at something above and a child looking up along with the adult.,6.25,3.918553352355957
606, A sad girl she looks Hispanic .,1.0,2.9885613918304443
607, It's hard to tell which part of the body this is.,2.5,3.800846576690674
608,"Between rights issues and the degradation of negatives, movies like “Household Saints” may never be distributed again.",6.0,3.006620407104492
609,there is a baby girl in a incubation chamber holding her mothers hand.,6.75,3.602750539779663
610," black woman, dark lighting, looking at camera and crying, looks dressed up nicely, very sad, hand under chin, dejected, silently crying.",2.25,3.3505704402923584
611, the child has an iv or something that is hooked up to a machine.,5.25,2.6188552379608154
612, That's extremely bloody and scary!.,2.0,2.61260724067688
613, There is a little baby in a pile of dried leaves.,5.75,3.6599478721618652
614, Another mutilation that idk looks pretty congenital .,2.5,3.78800106048584
615, the boy was laying on the bed in a hospital during his treatment.,6.5,3.1744847297668457
616, the woman took drugs and is passed out.,6.0,3.792351245880127
617, A couple looks like they are at odds.,3.25,3.248347282409668
618, There is blood everywhere.,6.25,3.5750632286071777
619,"From the plumes, Cassini found carbon-bearing molecules, salts and chemical signposts of hot water reacting with rock deep in the region of the plume's source, beneath the icy moon's surface.",6.75,2.730907440185547
620, Kinda creeped out she is just staring.,2.5,2.859286308288574
621,The area behind here has a high chair .,6.5,4.88986349105835
622, Not a clean cut looks like it was hacked off.,2.75,5.39000129699707
623," A man and a woman are talking, the woman is trying to explain something.",5.0,2.969451904296875
624, They all look fairly old and are all wearing glasses.,4.5,2.673567771911621
625, she is trying to grab his arm and fight him off.,4.75,3.0928707122802734
626, Two young children seem to be enjoying their walk on the beach.,3.75,3.6313140392303467
627, A man is bullying a person in public .,4.5,3.391876697540283
628," Next to her left hand is a bottle of pills, some of which are in the bottle and some of which are on the bed.",6.75,2.6742005348205566
629,"She ended up divorcing her adulterous husband, only to be ordered by a judge to get a job to support her kids.",6.5,3.4343786239624023
630, Soldiers were redirecting an injured civilian yesterday.,6.75,2.9569735527038574
631, A man is looking directly at the camera with a relaxed look on his face.,4.25,3.6460742950439453
632,A woman suffers from facial injuries.,6.25,3.0468270778656006
633, A guy skiing downhill about to jump; pretty cool and exciting.,1.75,3.2702279090881348
634," Actually, I can't tell if she is alive or not.",1.25,2.4347610473632812
635, it looks more disgusting than scary because this is way too much to be realistic unless that woman went through a literal fire.,1.75,3.863105297088623
636, it looks like his hand is covering her mouth.,3.5,3.507290840148926
637, This is an image of someone holding a gun and wearing a bandana on their face in a country far from here and many years ago.,6.5,3.243063449859619
638,But all they needed to do was play basic strategy—and let the clock run.,3.5,2.4108071327209473
639,two adults argued a long time ago.,5.75,3.071444034576416
640,Which compels a seasoned internet traveler to ask: What are they doing?,4.75,4.091039657592773
641, A woman is holding a man by his shirt and appears unhappy.,4.0,2.5485544204711914
642,"A person or corpse, there is a massive cut in the side of their face and their eyes also seem gauged out or bloody.",6.25,3.435880184173584
643,"PEW studies when people consume news, but only certain things are characterized as 'news' as far as PEW is concerned.",4.25,3.13442325592041
644,There is a chubby baby with his eyes open and his little mouth open with his tongue visible.,5.25,2.467034339904785
645, He is wearing a black long-sleeved shift.,6.75,3.0717780590057373
646, They both look like they are crying and they are outside.,5.25,2.4240057468414307
647,Do not ever do this.,1.25,3.2097666263580322
648, He also has a bowl cut.,6.25,3.224825382232666
649,This dude looks really creepy his smile is very scary.,1.5,3.7464334964752197
650, five people with covered faces are chained to the back of a truck or something.,5.75,3.425252914428711
651, A woman seems annoyed while a slightly older woman is shown standing behind her.,3.5,2.394333839416504
652,Instagram has become flooded with posts sporting the ubiquitous #ad or #sponsored captions — language that is required by US Federal Trade Commission endorsement laws — underneath photos of a new jewelry line or eye cream.,6.25,3.646409749984741
653,A baby is laying on some sheets.,7.0,5.544145584106445
654," child laying in bed, covered in blood, something in mouth, can't tell if alive, looks dejected and half asleep all skin peel.",4.75,2.9709420204162598
655, Another man is pointing aggressively at the man on the ground.,3.75,2.7038183212280273
656," In a far away country, someone is being rushed to receive medical attention.",6.25,3.924712657928467
657, This is a blurry image of two people with guns moving towards a door.,5.25,3.609621047973633
658,"I was doing it, at least partially, to prove what I could accomplish to other people; to fit the mold of the person I’d shaped myself to be.  ",1.0,2.2534263134002686
659, one man in a suit is holding the other up near a bridge.,6.25,2.7461156845092773
660,"It also means to weigh ideas, to compare and contrast assertions, to connect one generalization to another.",4.75,2.78910493850708
661, A man looks like he might be uncomfortable what is going on.,1.25,2.022592306137085
662, It is a store front and the man is doing what he should do.,3.0,2.7615675926208496
663, They are sitting as far apart on a bed as possible.,4.75,3.1616432666778564
664,Start-ups for pockets?,5.0,2.973749876022339
665, This teacher looks very surprised and is probably confused at something one of her students has done or said.,3.5,3.4574992656707764
666, They are on a train or subway of some kind.,6.0,3.179975748062134
667, Their glasses are fun.,1.0,3.850773811340332
668, she looks sad and in pain and wants to get help.,1.0,2.868370532989502
669, He is laying in a bed.,6.75,2.995215654373169
670, The beach is nice and the water is very blue.,3.25,3.1747400760650635
671, Blood is in a metal can.,5.25,2.627030849456787
672,"Over the course of the game, the Falcons were gaining an above-average 5.8 yards per rush (the league average is around 4.3 yards per play).",7.0,2.971714973449707
673, Another hand is brushing off some of the dirt .,6.25,3.004790782928467
674, He looks like he's in a hospital though and it doesn't look fatal so hopefully he's ok .,3.75,2.931143283843994
675, This man looks like he is about to commit a mass murder based on his face and the weapon he has in his hand.,2.25,3.512240409851074
676," He is dressed in long layers, and the curtain is white.",6.5,6.232851982116699
677, The figure the hand belongs to is hidden and the background is totally black.,6.75,3.7212514877319336
678," happened a long time ago looks like a protest, planned .",4.5,2.3004448413848877
679, Older white me that look unhappy or angry.,3.0,2.9541704654693604
680, the other people are casually dressed.,3.75,3.5917255878448486
681, they are wearing the same outfit and crossing .,6.5,2.76353120803833
682, This is an image of a woman that was beaten and suffered facial injuries.,6.5,2.9062633514404297
683, the blood seems to be coming from his upper extremities.,4.5,3.422165632247925
684, The entire right side of his face is covered in boils and his ear and back of his head have turned black.,6.75,3.8282275199890137
685," I really can't even look at this, it's too real.",2.0,3.1882529258728027
686,"“If you extrapolate from either figure, tallying songs on album and singles masters, the number of destroyed recordings stretches into the hundreds of thousands,” Rosen wrote.",6.5,3.773716926574707
687, The child looks a little sad or scared.,3.25,3.143512487411499
688, I can see the man's eyeball that has popped out from where it is supposed to be.,5.5,4.69542932510376
689,Inside of a mouth? .,5.75,3.475271701812744
690, They are both legs/arms crossed and on opposite ends of the bed looking away from one another .,6.5,2.3750386238098145
691,A woman's face has a huge scar that has left an open wound on the right side of her cheek all the way to her forehead.,6.25,6.043728828430176
692,Her first sponsored posts in 2016 were with smaller brands; she’s since collaborated with heavyweights like H&M and Glamour magazine.,5.75,5.091733932495117
693, The child is looking at the camera.,6.75,3.0081369876861572
694, This person may have died violently.,4.5,3.1708195209503174
695," Long time ago, far away, a woman probably passed out after overdosing on drugs/meds.",5.25,2.72757625579834
696," Black man has laceration on abdomen and chest, he seems beaten.",4.75,2.7197370529174805
697, His hair is very neat.,2.75,3.3960087299346924
698," A photo of a different time, maybe late 80s? Makes me want to go vacation.",2.5,2.6251771450042725
699," It seems to be a baby girl, as she is wearing a dress.",3.0,2.4686782360076904
700,I'm reminded of a recent study from PEW.,4.0,2.8444643020629883
701, A man with blood on his t shirt and military people.,6.5,2.9253907203674316
702, This was a tense situation of a man holding a gun to a woman's face.,3.5,2.5136919021606445
703," somewhere in the world, someplace in time, two people look bored while sitting on the couch.",3.25,4.873305797576904
704, There are hands cupping the face and holding it in place.,6.75,3.2497410774230957
705,"You might as well say ‘no humans,’ you know?",4.5,2.442540168762207
706,"baby girl in ICU, lots of tubes to help breath, something attacked to stomach, doesn't look healthy.",3.75,2.763152599334717
707," The scene seems gloomy, and the person does not seem very hopeful.",1.0,3.3573670387268066
708," This makes me feel slightly uncomfortable, almost like I'm not suppose to be here watching them.",1.0,3.22298526763916
709, A woman has messy makeup and a cigarette some time ago in the past.,4.5,4.133767127990723
710, criminals tied up after a fight happened far away .,6.75,2.9838504791259766
711, She is holding a teddy bear and has pigtails.,6.75,3.7289624214172363
712, I think it's a human but there's a lot of discoloration and bloating of the skin.,4.0,2.856844902038574
713, They both have their arms crossed and are not looking at each other.,6.75,3.2656631469726562
714, This is an image of a woman getting abducted into a van.,6.5,3.1699025630950928
715, A man is looking away while a woman is screaming and throwing her hands up in the air.,6.5,2.99613618850708
716,Don't focus on telling people that what they have chosen to believe isn't true.,3.5,3.0846147537231445
717, They look relatively young.,4.0,4.57666015625
718,They are hardworking and goal-oriented.,4.0,3.363499641418457
719, She seems upset and he seems surprised at her reaction.,1.0,2.8425748348236084
720, I don't know exactly what happened to this woman but she looks really nasty.,1.0,3.320049285888672
721, He is surrounded by a fire in the background and looks like he is in some sort of riot zone.,6.0,4.3157429695129395
722, This is a patient who has been beat up or burned very badly on his face.,4.75,2.9915390014648438
723,Many of them share almost identical design themes.,5.0,2.8756630420684814
724, There is an image of a white guy.,6.25,2.9078969955444336
725, this is picture of a Swedish couple fighting as their young child watches.,5.25,3.996860980987549
726, A man is holding a knife over a woman's throat while clasping her mouth so she can't scream.,6.25,2.502387285232544
727, White man has silver hair.,5.75,3.3049519062042236
728, A man has unusually inflamed eyes and they are discharged.,5.25,3.138745069503784
729," surprised baby, super cute with the dress up, sees something she is interested in, playful.",3.0,3.33209228515625
730, HE is wearing a colorful tie and white shirt .,6.0,2.444863796234131
731,"Online, we were labeled as criminals — or worse.",3.0,3.5399327278137207
732, A mans face is extremely deformed by some sort of disease.,4.5,2.308553695678711
733, A woman holding a cigarette in her left hand and is wearing eye liner.,7.0,3.918553352355957
734, There is a man and woman with arms crossed on opposite sides of the bed.,7.0,2.9885613918304443
735,"The picture is very blurry, one person is holding a gun, another is holding something we cant see b but it looks like the home they are in is already in shambles.",3.0,3.800846576690674
736," A guy staring at me, unimpressed.",1.75,3.006620407104492
737, It is hard to look at the burns because they are so bad.,1.0,3.602750539779663
738,a young woman is sitting on a beach.,6.75,3.3505704402923584
739," A man holds a gun to his own head, with his finger on the trigger.",7.0,2.6188552379608154
740, The man with the gun is wearing a hat.,7.0,2.61260724067688
741, A mans head is being held.,7.0,3.6599478721618652
742, Someone may have punched her in the face.,4.0,3.78800106048584
743," A car is flipped over, and firefighters are tending to someone lying next to the car.",7.0,3.1744847297668457
744," This is a calming image, stress free.",1.25,3.792351245880127
745, You can barely make out that this used to be a person's face.,3.5,3.248347282409668
746, She is wearing a denim light jacket.,7.0,3.5750632286071777
747, The boy looks sad.,1.0,2.730907440185547
748, Man with some cooled soup.,7.0,2.859286308288574
749,There is a smiling man with a moustache and dark brown hair.,6.75,4.88986349105835
750, He has a watch on and the knife is short and black.,6.75,5.39000129699707
751," A knife is being held in an aggressive manner, I'm not really sure if it is being used to assault anyone.",1.0,2.969451904296875
752,I don't know what the hell I'm looking at but I hate it bloody and gross.,1.25,2.673567771911621
753," This boy is leaning against a brown wooden fence wearing a red shirt, jeans, and white shoes; this does not evoke any strong emotions in me.",5.0,3.0928707122802734
754,"But, then again, Door County isn’t your typical sleepy rural community.",2.0,3.6313140392303467
755, There's a guy with a gun.,7.0,3.391876697540283
756, Two preteen kids are throwing up a smaller boy in the pool.,7.0,2.6742005348205566
757," tiger getting harmed, very sad animal abuse .",2.25,3.4343786239624023
758, An adult's finger is touching their hand.,7.0,2.9569735527038574
759, His entire upper torso and face is covered in welts and bleeding blisters.,6.75,3.6460742950439453
760,The answer is clearly no.,2.0,3.0468270778656006
761, The skin has come off of most of the hand.,6.5,3.2702279090881348
762, there is an incision a few inches above her vagina.,6.5,2.4347610473632812
763, There was a middle aged man who was covered in blood and it was awful.,3.0,3.863105297088623
764, she probably does this often as he has a pained .,1.75,3.507290840148926
765,"Most mornings of my freshman year of college I’d get up at 5:30, well before anyone else in my dorm was awake.",3.75,3.243063449859619
766, The man on the left is wearing glasses.,7.0,2.4108071327209473
767," Decades ago, a woman had a gun pressed to her face by a man who was forcibly restraining her.",6.5,3.071444034576416
768, A man holds a gun to a woman's face.,7.0,4.091039657592773
769,A police officer is arresting someone in the past.,7.0,2.5485544204711914
