Serial,Text Response,OBJECTIVE RATING_1,FAR RATING_1,OBJECTIVE RATING_2,FAR RATING_2,OBJECTIVE RATING_3,FAR RATING_3,OBJECTIVE RATING_4,FAR RATING_4,OBJECTIVE RATING_5,FAR RATING_5,OBJECTIVE RATING_6,FAR RATING_6,OBJECTIVE RATING_7,FAR RATING_7,OBJECTIVE RATING_8,FAR RATING_8,,,AVG_OBJ,AVG_FAR
1830, I feel neutral about this picture .,2,1,3,1,5,1,,,,,,,,,,,,,3.333333333,1
1831," he is expressionless, and he looks kind of menacing.",4,1,3,2,5,2,,,,,,,,,,,,,4,1.666666667
1832,"I ran in elementary school, in middle school, in high school.",7,1,7,2,7,3,,,,,,,,,,,,,7,2
1833," A woman is grabbing a man by his collar, and yelling at him.",5,1,4,3,7,3,,,,,,,,,,,,,5.333333333,2.333333333
1834,"Organizations should explore the social and ethical issues their products create: Google and Microsoft deserve credit for researching algorithmic discrimination, for example, and Facebook for investigating echo chambers.",4,1,3,3,4,3,,,,,,,,,,,,,3.666666667,2.333333333
1835, I don't even want to know what this is .,1,1,4,2,4,2,,,,,,,,,,,,,3,1.666666667
1836, this is an old picture of an old couple getting onto a cruise or something.,5,3,4,3,5,3,,,,,,,,,,,,,4.666666667,3
1837, there is a baby girl looking at the camera with her mouth open she is very young .,3,3,5,3,3,4,,,,,,,,,,,,,3.666666667,3.333333333
1838, the photo looks like its a still from a movie or something.,2,1,2,1,2,1,,,,,,,,,,,,,2,1
1839, I wonder what happened to them? Sad.,1,1,2,2,2,3,,,,,,,,,,,,,1.666666667,2
1840," It looks like the couple are in the middle of an argument, even though they are not yelling at eat other.",4,1,1,1,5,1,,,,,,,,,,,,,3.333333333,1
1841, Just a guy's portrait.,3,1,7,2,7,1,,,,,,,,,,,,,5.666666667,1.333333333
1842, The man seems to be a person whom I can trust.,2,1,1,1,2,1,,,,,,,,,,,,,1.666666667,1
1843,Who stops you from driving through that red light or suffocating under the covers?,2,1,3,1,5,1,,,,,,,,,,,,,3.333333333,1
1844," There is a woman on the phone , she is alone in a room, and she has her leg in a yoga pose.",6,2,7,2,7,2,,,,,,,,,,,,,6.666666667,2
1845, The firefighter just found a body in the building.,5,6,5,6,7,6,,,,,,,,,,,,,5.666666667,6
1846, A chef holding up a content baby.,6,1,7,1,7,1,,,,,,,,,,,,,6.666666667,1
1847, Three naked bodies lie together on the ground.,4,3,7,3,7,3,,,,,,,,,,,,,6,3
1848," A long time ago, a man was holding a young child on his lap.",7,7,7,6,6,7,,,,,,,,,,,,,6.666666667,6.666666667
1849, They are about to attack.,2,7,5,7,5,7,,,,,,,,,,,,,4,7
1850, a baby is smiling.,4,2,5,2,7,3,,,,,,,,,,,,,5.333333333,2.333333333
1851,"Go far beyond the movie images of John Wayne’s “Battle of the Alamo’,” explains Vasquez.",5,7,3,7,5,7,,,,,,,,,,,,,4.333333333,7
1852,"As with any of the hard times we experience in life, that period taught me lessons.",1,2,1,3,1,2,,,,,,,,,,,,,1,2.333333333
1853, It is being held in a downward position.,6,5,4,5,5,5,,,,,,,,,,,,,5,5
1854, He was scared.,2,7,3,7,4,7,,,,,,,,,,,,,3,7
1855, He is crouched down.,7,2,7,2,7,2,,,,,,,,,,,,,7,2
1856,there is a man trying to talk to an upset woman as she looks away.,5,4,5,4,6,4,,,,,,,,,,,,,5.333333333,4
1857, This man is playing at an outdoor venue for others to hear.,7,1,5,1,7,1,,,,,,,,,,,,,6.333333333,1
1858, it's a man with a gun aimed at this head.,6,2,7,2,7,2,,,,,,,,,,,,,6.666666667,2
1859, There is a blonde middle-aged woman throwing rose petals in front of a brunette man/boy.,6,1,7,1,7,1,,,,,,,,,,,,,6.666666667,1
1860, I feel pretty neutral when staring at this image of a grocery store.,2,1,3,1,2,1,,,,,,,,,,,,,2.333333333,1
1861," The man is wearing a blue/white striped shirt, and she is wearing gray.",7,1,6,1,7,1,,,,,,,,,,,,,6.666666667,1
1862," A man, woman, and child stand in waist deep flood waters.",6,1,7,1,7,1,,,,,,,,,,,,,6.666666667,1
1863, There is an image of a baby with blonde hair.,7,1,7,1,7,1,,,,,,,,,,,,,7,1
1864, His hair is dark and you can only see his eyes and eyebrows.,7,1,7,1,7,1,,,,,,,,,,,,,7,1
1865, A man in red is getting ready to slap either his partner or his daughter with the back of his palm.,3,1,3,1,3,1,,,,,,,,,,,,,3,1
1866, This doesn't upset me at all as it is a stock photo.,2,1,2,2,5,2,,,,,,,,,,,,,3,1.666666667
1867, There are people standing behind him.,4,1,5,1,7,1,,,,,,,,,,,,,5.333333333,1
1868, The bottom part of his face is tan but not the top.,7,1,6,2,6,2,,,,,,,,,,,,,6.333333333,1.666666667
1869, A young boy and a woman gaze in wonder at some temple they seem to be in.,5,1,2,1,5,1,,,,,,,,,,,,,4,1
1870, A man with green eyes and partially green hair looks at the camera.,7,1,5,1,7,1,,,,,,,,,,,,,6.333333333,1
1871, A man staring at something well dressed and thinking probably he seems worry.,6,1,2,3,4,3,,,,,,,,,,,,,4,2.333333333
1872, These two old dudes are enjoying a nice day in the backyard except why did he feel the need to wear so much blue.,1,1,3,1,2,1,,,,,,,,,,,,,2,1
1873, A woman in a white tank top holds a man by his white tank top.,6,1,7,1,6,1,,,,,,,,,,,,,6.333333333,1
1874, It's head fits in the woman's palm.,5,1,6,1,7,1,,,,,,,,,,,,,6,1
1875, His eyes might be open but it's hard to tell.,3,1,3,1,6,1,,,,,,,,,,,,,4,1
1876," they all have short grey hair, and two have facial hair.",6,1,7,2,7,2,,,,,,,,,,,,,6.666666667,1.666666667
1877, There is a woman in the car but five guys are cornering her and trying to steal her possessions or assault her.,4,1,3,2,5,2,,,,,,,,,,,,,4,1.666666667
1878, he is wearing a hat to the side.,7,1,6,2,7,2,,,,,,,,,,,,,6.666666667,1.666666667
1879, They no longer have a definitive face.,4,1,4,2,6,2,,,,,,,,,,,,,4.666666667,1.666666667
1880, A cute child laying in a pile of leaves and wearing a sweater.,6,1,3,2,5,2,,,,,,,,,,,,,4.666666667,1.666666667
1881, She is also really skinny.,4,1,3,2,5,2,,,,,,,,,,,,,4,1.666666667
1882, They look like they are resisting.,1,1,3,2,5,2,,,,,,,,,,,,,3,1.666666667
1883, I feel pretty neutral about this photo - it looks like a stock.,1,1,4,1,4,1,,,,,,,,,,,,,3,1
1884, The man's watch matches that of the other.,5,1,3,2,6,2,,,,,,,,,,,,,4.666666667,1.666666667
1885, It's a man looking at the camera.,7,1,7,2,7,2,,,,,,,,,,,,,7,1.666666667
1886," bad thoughts, sadness for fam and friends.",1,1,2,2,2,2,,,,,,,,,,,,,1.666666667,1.666666667
1887, This is a picture of someone holding a revolver somewhere far away and many decades ago.,7,7,5,7,5,7,,,,,,,,,,,,,5.666666667,7
1888,But instead they decided to pass.,5,5,4,5,5,5,,,,,,,,,,,,,4.666666667,5
1889,"These reports — which are common among more established lifestyle bloggers as well — appear to exist as a nod toward transparency, but in this case they also act as a kind of sales pitch to convince readers that a blogger’s advice is worth paying for.",2,5,5,5,5,5,,,,,,,,,,,,,4,5
1890,I think all of us find occasional comfort in definition,2,1,1,1,4,1,,,,,,,,,,,,,2.333333333,1
1891, Baby looks happy and is very joyously gazing at whoever is taking the picture (assume parent).,4,1,2,2,5,2,,,,,,,,,,,,,3.666666667,1.666666667
1892, There is a scar above the genital area.,6,1,7,2,7,2,,,,,,,,,,,,,6.666666667,1.666666667
1893, They have seem to be destructed or killed in some way.,5,1,4,1,5,1,,,,,,,,,,,,,4.666666667,1
1894, Fire fighters are attempting to get the driver and passenger to safety.,7,1,5,1,5,1,,,,,,,,,,,,,5.666666667,1
1895, A couple that appears unhappy.,3,1,3,1,6,1,,,,,,,,,,,,,4,1
1896,"When it emerged towards the end of the 80s as a purely text-based medium, it was seen as a tool to pursue knowledge, not pleasure.",7,7,5,7,6,7,,,,,,,,,,,,,6,7
1897,A couple is fighting while a child is closing his ears because they are too.,2,1,3,1,3,1,,,,,,,,,,,,,2.666666667,1
1898, He is probably also singing.,4,1,3,1,5,1,,,,,,,,,,,,,4,1
1899, this looks like a burnt body? I can't really tell? the skin is all charred but there is no face.,1,1,5,1,2,2,,,,,,,,,,,,,2.666666667,1.333333333
1900," Someone overdosed on drugs, and someone who cared about them is crying.",5,1,5,1,4,3,,,,,,,,,,,,,4.666666667,1.666666667
1901, Looks calmly.,2,1,3,2,5,3,,,,,,,,,,,,,3.333333333,2
1902,"what interests you, how to articulate yourself to other people.",2,1,2,2,2,1,,,,,,,,,,,,,2,1.333333333
1903,"So Mary Gui, a 28-year-old former advertising exec turned fashion blogger and Instagram “influencer,” who goes by @layersofchicblog, was wearing a sheer black dress for an outdoor photo shoot near the Brooklyn Bridge.",6,7,7,7,6,6,,,,,,,,,,,,,6.333333333,6.666666667
1904, The guy is playing his instrument on the street.,7,1,7,1,7,1,,,,,,,,,,,,,7,1
1905, An older man far in the past holds his violin.,7,7,3,7,3,7,,,,,,,,,,,,,4.333333333,7
1906, The background is neutral and this photo doesn't really trigger anything.,7,1,3,1,5,1,,,,,,,,,,,,,5,1
1907, Two of the children throw the other one in the air.,7,1,6,1,7,1,,,,,,,,,,,,,6.666666667,1
1908, An older white man in a hat is staring at the camera.,7,1,7,3,7,2,,,,,,,,,,,,,7,2
1909, the boy has short hair and a mouth with a prominent cupid bow.,7,1,4,3,6,1,,,,,,,,,,,,,5.666666667,1.666666667
1910," A long time ago, far away, this is masked murderer with a bloody knife in the hand.",7,7,2,7,3,7,,,,,,,,,,,,,4,7
1911, She is watching how her parents fight.,4,1,5,2,5,1,,,,,,,,,,,,,4.666666667,1.333333333
1912," Deformed face, baby like, very messed up.",4,1,5,3,3,1,,,,,,,,,,,,,4,1.666666667
1913, He has long black hair.,7,1,5,3,7,1,,,,,,,,,,,,,6.333333333,1.666666667
1914, There is a man who is badly injured and has dried blood on his face and is laying down.,7,4,5,4,6,4,,,,,,,,,,,,,6,4
1915, she looks like she is staring at something and seems to be interested in it.,3,2,1,2,5,2,,,,,,,,,,,,,3,2
1916, The hand is heavily disfigured and discolored and covered in blood.,7,2,6,2,7,5,,,,,,,,,,,,,6.666666667,3
1917, There is a very angsty looking teenager standing against a wall with nice jeans.,2,3,2,4,7,3,,,,,,,,,,,,,3.666666667,3.333333333
1918, A woman is laying on a bed stomach down with her hands on her head.,7,4,6,3,7,3,,,,,,,,,,,,,6.666666667,3.333333333
1919,"In the beginning, I was using $2,000–$3,000 of my savings per month, and was only making $50 to $100 per post,” she says.",7,7,7,7,6,7,,,,,,,,,,,,,6.666666667,7
1920, A man is laying on a hospital bed.,7,1,7,1,7,1,,,,,,,,,,,,,7,1
1921," Ironic that I can watch game of thrones, but this is immensely disturbing to me.",4,1,1,2,2,2,,,,,,,,,,,,,2.333333333,1.666666667
1922, I really don't like this photo it looks like a dead body covered in blood not wearing any clothes.,2,1,3,2,1,1,,,,,,,,,,,,,2,1.333333333
1923, I feel calm but also slightly sad as the person seems stressed and tired.,3,1,1,1,5,1,,,,,,,,,,,,,3,1
1924, He's not dressed for church .,3,1,2,1,2,2,,,,,,,,,,,,,2.333333333,1.333333333
1925, the gun is small and black or silver.,7,1,7,1,7,2,,,,,,,,,,,,,7,1.333333333
1926, The dad looks like he cares but it is very sad.,5,1,1,2,4,1,,,,,,,,,,,,,3.333333333,1.333333333
1927, White guy with beard and mustache is staring straight ahead intently.,7,1,4,1,7,2,,,,,,,,,,,,,6,1.333333333
1928," An old judge sits in his chair, about to bang his gavel.",4,1,3,3,7,2,,,,,,,,,,,,,4.666666667,2
1929, they had a fight and she grabbed his collar.,4,7,5,7,7,7,,,,,,,,,,,,,5.333333333,7
1930,"For instance, if you're reading an article from CNN, these startups plan to then show you an article from Fox News or Breitbart as well, so that you can get an 'alternative viewpoint'.",2,1,6,2,6,1,,,,,,,,,,,,,4.666666667,1.333333333
1931, He is standing there because there is a photo being taken.,4,1,6,3,5,2,,,,,,,,,,,,,5,2
1932,"I sift through 300–400 photos taken per outfit,” Gui says.",1,1,6,3,5,2,,,,,,,,,,,,,4,2
1933, A Santa-looking old man is looking off into the distance.,5,1,3,2,5,2,,,,,,,,,,,,,4.333333333,1.666666667
1934,And that’s what boredom ultimately is: an invitation to center and take stock of ourselves.,3,1,1,2,6,2,,,,,,,,,,,,,3.333333333,1.666666667
1935, He's looking at something off into the distance and looks vaguely happy.,4,1,3,3,4,2,,,,,,,,,,,,,3.666666667,2
1936, there was a mic in front of him that was far from here.,5,7,3,7,3,7,,,,,,,,,,,,,3.666666667,7
1937," man and woman sitting in bed together far apart both with arms crossed and looking away, seem to be mad at each other, wearing the same thing again, jeans and white/light blue shirt, very clean .",1,7,3,7,3,7,,,,,,,,,,,,,2.333333333,7
1938, There is a man with pretty pale skin and a beard.,5,1,5,1,5,5,,,,,,,,,,,,,5,2.333333333
1939," Somewhere in the world, someplace in time, two adults wade through chest deep water while the male holds a child on his shoulders.",6,7,6,7,5,7,,,,,,,,,,,,,5.666666667,7
1940, This baby is outside playing in the leaves but I'm a little bit more sad because the baby seems to be upset.,3,1,1,1,5,1,,,,,,,,,,,,,3,1
1941, He is behind a bush.,7,1,7,1,7,1,,,,,,,,,,,,,7,1
1942,"My sister, who is great in a crisis, got out of the car and ran forward while I dug the trauma kit out of the back and followed.",3,5,4,5,6,5,,,,,,,,,,,,,4.333333333,5
1943," I assume they're dating, but she looks distressed while he seems aggressive.",1,3,2,3,5,3,,,,,,,,,,,,,2.666666667,3
1944, This is a photo or portrait of a man who appears to be in the middle of speaking.,5,6,2,6,6,6,,,,,,,,,,,,,4.333333333,6
1945," The woman looks very depressed and solemn, while gazing off in the distance.",2,1,3,3,6,5,,,,,,,,,,,,,3.666666667,3
1946, He is looking wistfully off into the distance.,1,6,2,6,6,6,,,,,,,,,,,,,3,6
1947,I feel uncomfortable.,1,1,1,1,6,2,,,,,,,,,,,,,2.666666667,1.333333333
1948, There is a woman who had cuts on her face and a red sweater on with bandages on her fingers.,6,7,7,7,7,7,,,,,,,,,,,,,6.666666667,7
1949, there is nothing going on behind him.,7,1,2,1,4,1,,,,,,,,,,,,,4.333333333,1
1950, he couldn't do anything to help.,2,1,5,2,5,2,,,,,,,,,,,,,4,1.666666667
1951," Either she did something wrong, or they're trying to make a very difficult decision.",3,1,3,2,5,2,,,,,,,,,,,,,3.666666667,1.666666667
1952, there is an old woman with children in a garden and she is eating fruit .,6,1,5,3,7,3,,,,,,,,,,,,,6,2.333333333
1953, the photo quality looks old.,3,1,5,1,5,2,,,,,,,,,,,,,4.333333333,1.333333333
1954, She looks very focused on the material.,4,1,3,2,6,3,,,,,,,,,,,,,4.333333333,2
1955, the woman on the right is mad at the woman on the left.,7,1,3,3,6,1,,,,,,,,,,,,,5.333333333,1.666666667
1956,"Figure out why they think like that, and figure out how to make it more convenient to think about the truths instead.",3,1,2,1,2,7,,,,,,,,,,,,,2.333333333,3
1957, there were many men in a ditch a long time ago.,6,7,7,7,2,7,,,,,,,,,,,,,5,7
1958, A man is staring straight towards me.,6,1,3,2,6,2,,,,,,,,,,,,,5,1.666666667
1959, there is a woman holding a man's collar with two hands and her mouth open.,6,1,5,3,7,1,,,,,,,,,,,,,6,1.666666667
1960, A group of people are in a garden tasting fruit.,6,1,5,3,6,1,,,,,,,,,,,,,5.666666667,1.666666667
1961, there is a man holding a very small gun about to pull trigger at something or someone.,6,1,6,3,5,1,,,,,,,,,,,,,5.666666667,1.666666667
1962, Woman is disappointed at a guy chilling on couch.,4,1,2,2,5,1,,,,,,,,,,,,,3.666666667,1.333333333
1963, His eyes are also red.,7,1,6,2,7,2,,,,,,,,,,,,,6.666666667,1.666666667
1964,"Some days, the particularly dark ones, I slip under the surface, but I always, eventually, come up for air.",1,1,2,2,2,1,,,,,,,,,,,,,1.666666667,1.333333333
1965, there's a lot of red blood.,6,1,6,4,6,2,,,,,,,,,,,,,6,2.333333333
1966,"There is one approach for people who are already convinced by something that isn't true, and then there is another approach for normal people who haven't been 'converted' yet.",3,1,5,2,6,2,,,,,,,,,,,,,4.666666667,1.666666667
1967, This is an image of an African woman who is married judging by the ring on her finger.,4,1,3,2,5,1,,,,,,,,,,,,,4,1.333333333
1968,That will get us nowhere.,5,1,5,2,5,3,,,,,,,,,,,,,5,2
1969, The nose has been really messed up as well as the mouth.,6,1,3,2,6,1,,,,,,,,,,,,,5,1.333333333
1970, This person has no nose.,4,1,6,1,7,1,,,,,,,,,,,,,5.666666667,1
1971, A baby (male?) is smiling at the camera.,2,1,4,3,6,3,,,,,,,,,,,,,4,2.333333333
1972, He doesn't appear happy.,1,1,1,1,1,2,,,,,,,,,,,,,1,1.333333333
1973, The children look like they are having  fun at a farm on a white fence.,4,1,3,3,5,6,,,,,,,,,,,,,4,3.333333333
1974, Her hair is still in tact/the same color but everything else on her body looks almost infused into her.,2,1,2,2,2,5,,,,,,,,,,,,,2,2.666666667
1975, This man is a veteran and it appears to be snowing outside.,5,1,6,2,3,2,,,,,,,,,,,,,4.666666667,1.666666667
1976, A woman throws rose petals at a man.,6,2,6,2,7,2,,,,,,,,,,,,,6.333333333,2
1977, There is a woman pictured that has a bloody eye and a deep cut underneath her other eye.,6,1,6,1,7,1,,,,,,,,,,,,,6.333333333,1
1978," A man approaches a driver and points a gun through the car window, yelling aggressively in his face.",3,1,3,1,6,2,,,,,,,,,,,,,4,1.333333333
1979, the girl's face is pretty close to the camera and her .,5,2,5,1,5,2,,,,,,,,,,,,,5,1.666666667
1980, He is not smiling but has a neutral face.,4,1,3,2,5,2,,,,,,,,,,,,,4,1.666666667
1981, A man is looking over a clipboard.,7,1,6,1,7,3,,,,,,,,,,,,,6.666666667,1.666666667
1982,I signed up for another.,7,2,7,1,7,1,,,,,,,,,,,,,7,1.333333333
1983, Their eyes are closed and they lay on a white sheet.,4,1,6,1,7,1,,,,,,,,,,,,,5.666666667,1
1984, there is sadness or pain in his eyes and he looks like he is about to cry.,2,1,2,2,2,2,,,,,,,,,,,,,2,1.666666667
1985," Very unfortunate, my heart goes out to him.",2,1,2,1,2,1,,,,,,,,,,,,,2,1
1986, It is extremely bloody.,5,1,4,1,7,1,,,,,,,,,,,,,5.333333333,1
1987, It's a picture of an Italian store.,6,2,5,2,7,2,,,,,,,,,,,,,6,2
1988, This is a pretty grotesque image that makes me feel uncomfortable and terrified.,1,1,1,2,4,2,,,,,,,,,,,,,2,1.666666667
1989, This is a portrait of a white man (though his skin is super orange here).,5,1,5,1,4,1,,,,,,,,,,,,,4.666666667,1
1990," what in the world happened to this guy while sleeping! whatever it is, it makes me feel horrible for what he went through.",3,2,1,3,2,2,,,,,,,,,,,,,2,2.333333333
1991,A person lying on a bed with his eyes closed and big wound on his face .,5,2,6,3,7,4,,,,,,,,,,,,,6,3
1992, They both look absorbed by the contents of the book.,2,2,1,2,1,3,,,,,,,,,,,,,1.333333333,2.333333333
1993, This man in red shirt is holding his hand against a woman in a gray and white shirt.,5,3,7,3,6,4,,,,,,,,,,,,,6,3.333333333
1994,We need to promote companies who are creating new and more efficient ways to achieve something in a more environmentally friendly way.,2,2,2,2,2,2,,,,,,,,,,,,,2,2
1995, that is staring back at me in an interesting manner.,1,1,1,2,1,1,,,,,,,,,,,,,1,1.333333333
1996, He just seems like he has a lot on his mind.,1,1,1,2,1,1,,,,,,,,,,,,,1,1.333333333
1997, This situation was at least five years ago and occurred in a city that's not nearby.,4,7,4,7,4,7,,,,,,,,,,,,,4,7
1998, it is a cute kid playing.,3,1,3,2,3,1,,,,,,,,,,,,,3,1.333333333
1999,A person suffered from a life threatening cut on the face which occurred .,5,6,5,6,5,6,,,,,,,,,,,,,5,6
2000, It looks surprised.,3,1,3,2,3,1,,,,,,,,,,,,,3,1.333333333
2001, A young girl and boy in the warm sand walking towards a beach.,6,1,6,1,6,1,,,,,,,,,,,,,6,1
2002, He has a little bit of scruff and the photo seems oversaturated.,5,6,6,6,5,6,,,,,,,,,,,,,5.333333333,6
2003,The lighting is really yellow.,5,7,5,7,6,7,,,,,,,,,,,,,5.333333333,7
2004, Makes me wonder about my own future.,2,7,2,7,1,7,,,,,,,,,,,,,1.666666667,7
2005, Just intrigued that she is working proud she is working but since it is older cant help but wonder if it's a problem.,2,5,1,5,2,5,,,,,,,,,,,,,1.666666667,5
2006,"In it, Rosen revealed for the first time the extent of the losses to music history that occurred during a fire at Universal Studios in 2008 that burned the masters of many important musical works.",5,6,5,6,5,6,,,,,,,,,,,,,5,6
2007, The man is seated and the woman is standing.,6,1,7,2,7,1,,,,,,,,,,,,,6.666666667,1.333333333
2008, I have a feeling she is dead.,2,6,5,7,3,6,,,,,,,,,,,,,3.333333333,6.333333333
2009, A child who is wearing diapers and crawling on the floor.,5,6,6,6,7,6,,,,,,,,,,,,,6,6
2010," A man is killing a smaller man, the shooter is aggressive.",5,4,5,4,5,4,,,,,,,,,,,,,5,4
2011,"“The San Antonio Missions are also an example of the interweaving of Spanish and Coahuiltecan cultures, illustrated by a variety of features, including the decorative elements of churches, which combine Catholic symbols with indigenous designs inspired by nature,” the UNESCO World Heritage web site states.",6,4,6,4,5,4,,,,,,,,,,,,,5.666666667,4
2012, the man was holding a woman a long time ago.,6,7,5,7,4,7,,,,,,,,,,,,,5,7
2013, Some guy is staring at the camera for a photo.,4,1,6,1,5,1,,,,,,,,,,,,,5,1
2014, I feel a bit uneasy since it doesn't seem like quite a genuine smile and he seems to be looking down.,4,1,4,1,3,1,,,,,,,,,,,,,3.666666667,1
2015," The child is so severely dangered, it actually really hurts to even watch.",4,1,5,1,4,1,,,,,,,,,,,,,4.333333333,1
2016,"They allowed great writers to be discovered, and then to get paid for their work by getting published by larger outlets, or by running ads on their sites as their audiences grew.",4,6,3,6,7,6,,,,,,,,,,,,,4.666666667,6
2017, She is smiling and wearing blue.,4,2,5,2,6,2,,,,,,,,,,,,,5,2
2018, There is a man who has blood dripping from his neck all over his shirt and his face.,6,1,6,1,5,1,,,,,,,,,,,,,5.666666667,1
2019," Two old men sitting in a yard, seems like a pleasant day.",5,2,4,2,4,2,,,,,,,,,,,,,4.333333333,2
2020, A bunch of them are packed into a small area though.,5,3,5,3,4,3,,,,,,,,,,,,,4.666666667,3
2021,Relying only on Instagram income month-to-month is difficult at my level.,4,2,5,2,5,2,,,,,,,,,,,,,4.666666667,2
2022, Seems like some possessed demon but I know it has to be a very decomposed body from long ago.,4,7,3,7,3,7,,,,,,,,,,,,,3.333333333,7
2023, A man seems to be hitting a woman in this photo because his hand is flying and her head is flying back.,4,2,6,2,3,2,,,,,,,,,,,,,4.333333333,2
2024, Does not look healthy at all.,5,1,1,1,4,1,,,,,,,,,,,,,3.333333333,1
2025, a man was on fire a long time ago.,5,7,5,7,5,7,,,,,,,,,,,,,5,7
2026, There are three elderly men in tuxedos.,5,1,6,1,6,1,,,,,,,,,,,,,5.666666667,1
2027,"It was an epic turnaround, but it wasn’t really the Patriots that made it happen.",4,6,4,6,4,6,,,,,,,,,,,,,4,6
2028,A man was detained years ago and in a place far from here.,5,6,6,6,4,6,,,,,,,,,,,,,5,6
2029, Guy seems like he's going to do a fire trick with a knife.,5,2,2,2,3,2,,,,,,,,,,,,,3.333333333,2
2030,"this guy looks really tired, the vibe of the picture is kind of sad and forlorn.",2,1,5,1,2,1,,,,,,,,,,,,,3,1
2031, she is holding herself up with her arms and her mouth is open and her eyes wide.,6,1,7,1,5,1,,,,,,,,,,,,,6,1
2032, Ugh I don't like looking at the expression on her face.,4,1,4,1,4,1,,,,,,,,,,,,,4,1
2033, These people are picking some sort of berries (strawberries?) and it looks like they're just there for fun.,5,3,4,3,3,3,,,,,,,,,,,,,4,3
2034, an old bald man is holding a pot with soup in it.,6,1,3,1,7,1,,,,,,,,,,,,,5.333333333,1
2035,"Some, generation after generation.",3,5,1,5,1,5,,,,,,,,,,,,,1.666666667,5
2036, This is completely terrifying and unsettling and I feel a bit scared.,4,2,3,2,2,2,,,,,,,,,,,,,3,2
2037, A man that has suffered many injuries.,4,4,5,5,4,4,,,,,,,,,,,,,4.333333333,4.333333333
2038, A man held a knife at a woman's throat many years ago and in a city far away.,5,7,6,7,3,7,,,,,,,,,,,,,4.666666667,7
2039, A young male is sitting on a couch next to a young woman.,6,2,6,2,6,2,,,,,,,,,,,,,6,2
2040," There is a old man with a white beard, and he is either grimacing in pain, or he seems to be rather happy.",5,2,4,1,3,1,,,,,,,,,,,,,4,1.333333333
2041, This makes me feel sad and is pretty disturbed.,3,2,3,1,4,2,,,,,,,,,,,,,3.333333333,1.666666667
2042,A woman in a yellow shirt is looking down and to her right; she is annoyed.,5,3,4,2,3,1,,,,,,,,,,,,,4,2
2043," The chef looks happy, and he is looking at the baby in his arms.",3,1,3,1,4,1,,,,,,,,,,,,,3.333333333,1
2044, One man is looking at another older man.,6,1,5,2,7,1,,,,,,,,,,,,,6,1.333333333
2045, There is blood everywhere.,6,1,6,1,7,1,,,,,,,,,,,,,6.333333333,1
2046, there is an old looking picture of a kid yelling and a man pointing at a woman on the ground.,4,1,5,1,5,5,,,,,,,,,,,,,4.666666667,2.333333333
2047, It is gruesome to look at.,2,1,3,1,1,3,,,,,,,,,,,,,2,1.666666667
2048, They are all covered in blood and their clothing is tattered.,6,1,6,1,5,2,,,,,,,,,,,,,5.666666667,1.333333333
2049," He looks apprehensive, and maybe judgmental.",2,1,3,1,3,1,,,,,,,,,,,,,2.666666667,1
2050, There is a woman whose body is completely bloody.,6,2,6,1,5,1,,,,,,,,,,,,,5.666666667,1.333333333
2051, This person seems to have irritated eyes.,5,2,4,1,2,1,,,,,,,,,,,,,3.666666667,1.333333333
2052, this is a posed photo meant to show a pill overdose of a woman on a bed while a man is crying in the background .,4,2,2,1,3,5,,,,,,,,,,,,,3,2.666666667
2053,"Bilal seems committed to blogging for profit, despite being far from reaching her earnings goals; by my calculation, she’s only just breaking even now, given what she initially invested.",5,7,3,7,3,7,,,,,,,,,,,,,3.666666667,7
2054,This young baby girl is in a dimly lit incubator.,6,2,6,1,4,2,,,,,,,,,,,,,5.333333333,1.666666667
2055, A school girl is sitting at her desk reading a book.,7,1,6,1,7,1,,,,,,,,,,,,,6.666666667,1
2056, It doesn't look realistic because there is a weirdly lighted background.,5,2,4,1,3,1,,,,,,,,,,,,,4,1.333333333
2057, This is a photo of a solemn looking judge.,4,2,4,1,4,1,,,,,,,,,,,,,4,1.333333333
2058, He has a bloody wound on the side of his chest.,6,2,7,1,6,1,,,,,,,,,,,,,6.333333333,1.333333333
2059," An old man staring off into the distance, looking for something.",4,1,4,1,5,2,,,,,,,,,,,,,4.333333333,1.333333333
2060, the man wants to fight the other man.,4,2,4,2,4,2,,,,,,,,,,,,,4,2
2061," Neutral feelings, someone doing yoga and flossing? Ok good for them.",5,2,3,2,2,2,,,,,,,,,,,,,3.333333333,2
2062, The baby is hooked up to many machines such as oxygen.,5,2,6,2,5,2,,,,,,,,,,,,,5.333333333,2
2063, There aren't many other details about the image and he has a pretty neutral face.,5,3,6,3,4,3,,,,,,,,,,,,,5,3
2064, I like their hair and they are very cute.,3,2,1,2,1,2,,,,,,,,,,,,,1.666666667,2
2065, The child (very bad at telling babies' genders) is smiling and looks happy.,5,1,5,1,2,1,,,,,,,,,,,,,4,1
2066,"A chest has been cut open, revealing the organs on the inside.",6,1,7,2,6,1,,,,,,,,,,,,,6.333333333,1.333333333
2067,There is a small boy crying.,5,1,5,1,7,1,,,,,,,,,,,,,5.666666667,1
2068, There is a young baby laying on top of a pillow and on a rug on top of the carpet.,7,2,6,1,6,1,,,,,,,,,,,,,6.333333333,1.333333333
2069, these people are happy.,2,1,2,1,1,2,,,,,,,,,,,,,1.666666667,1.333333333
2070, I don't feel bad when looking at this image.,4,1,2,1,3,1,,,,,,,,,,,,,3,1
